# Program:featureCounts v2.0.0; Command:"featureCounts" "-g" "gene_id" "-a" "gen_ann.gtf" "-o" "feature_counts_fr4" "/content/out816.bam" "/content/out817.bam" "/content/out818.bam" "/content/out819.bam" 
Geneid	/content/out816.bam	/content/out817.bam	/content/out818.bam	/content/out819.bam
gene-YGR076C	131	386	33	137
gene-YGR077C	244	271	61	269
gene-YGR078C	86	287	177	705
gene-YGR079W	119	125	898	3564
gene-YGR080W	489	691	75	357
gene-YGR081C	76	77	264	976
gene-YGR082W	158	490	127	382
gene-YGR083C	388	709	489	1629
gene-YGR084C	37	229	93	338
gene-YGR085C	302	802	1139	4646
gene-YGR086C	12031	10259	583	3343
gene-YGR087C	562	156	16	22
gene-YGR088W	10378	3122	129	414
gene-YGR089W	211	206	263	795
gene-YNCG0027W	0	0	0	1
gene-YGR090W	109	136	422	1325
gene-YGR091W	93	166	80	329
gene-YGR092W	211	190	27	128
gene-YGR093W	254	333	246	726
gene-YGR094W	1607	2860	1095	3418
gene-YGR095C	167	186	236	776
gene-YGR096W	80	77	22	62
gene-YGR097W	540	329	115	241
gene-YGR098C	50	111	17	67
gene-YGR099W	142	331	44	128
gene-YGR100W	596	777	38	165
gene-YGR101W	271	438	43	108
gene-YGR102C	1331	802	134	450
gene-YGR103W	327	802	1614	5295
gene-YGR104C	146	205	69	283
gene-YGR105W	299	410	71	361
gene-YGR106C	993	1555	320	1317
gene-YNCG0028W	1	1	0	2
gene-YNCG0029C	1	0	0	1
gene-YGR108W	143	169	2	53
gene-YGR109C	1	3	0	4
gene-YNCG0030C	1	0	0	0
gene-YGR109W-A	0	0	0	0
gene-YGR109W-B	63	68	10	46
gene-YGR110W	2435	820	44	107
gene-YGR111W	2147	1945	71	245
gene-YGR112W	252	435	10	48
gene-YGR113W	220	345	31	155
gene-YGR116W	1846	2004	261	825
gene-YGR117C	116	129	91	398
gene-YGR118W	1241	2938	2554	10549
gene-YGR119C	508	658	326	1354
gene-YGR120C	179	217	88	312
gene-YNCG0031W	0	1	1	0
gene-YGR121C	4170	2571	184	497
gene-YGR121W-A	0	2	1	2
gene-YGR122W	1652	1006	40	122
gene-YNCG0032W	0	1	1	3
gene-YGR123C	34	134	259	712
gene-YNCG0033W	0	0	1	0
gene-YGR124W	838	1576	594	1951
gene-YGR125W	657	662	172	581
gene-YGR126W	116	83	18	53
gene-YGR127W	844	280	27	127
gene-YGR128C	72	112	550	1758
gene-YGR129W	534	398	85	228
gene-YGR130C	5185	4773	62	266
gene-YGR131W	193	133	10	33
gene-YGR132C	2739	3142	121	521
gene-YGR133W	470	415	35	147
gene-YGR134W	196	163	77	250
gene-YGR135W	1582	2300	174	740
gene-YGR136W	2359	3804	179	694
gene-YGR138C	283	765	666	2298
gene-YGR140W	58	84	40	153
gene-YGR141W	881	564	45	111
gene-YGR142W	16229	51335	247	1858
gene-YNCG0034W	0	0	0	0
gene-YGR143W	848	460	169	451
gene-YNCG0035W	0	0	0	0
gene-YGR144W	21	30	3	26
gene-YGR145W	149	357	660	1980
gene-YGR146C	2620	1094	52	149
gene-YGR146C-A	22	49	1	13
gene-YGR147C	684	976	131	508
gene-YGR148C	984	2497	2314	10238
gene-YGR149W	1570	937	44	212
gene-YGR150C	426	432	78	293
gene-YNCG0036W	1	0	0	1
gene-YGR152C	15	154	124	355
gene-YGR153W	133	224	22	114
gene-YGR154C	695	804	302	866
gene-YGR155W	1600	2369	2043	5647
gene-YGR156W	239	326	34	164
gene-YGR157W	6286	6666	92	281
gene-YGR158C	138	289	218	784
gene-YGR159C	149	357	5497	16717
gene-YGR161C	5950	2566	132	343
gene-YGR161W-C	1187	830	29	78
gene-YGR161W-A	0	0	0	0
gene-YGR161W-B	0	0	0	0
gene-YGR161C-D	0	2	0	0
gene-YGR161C-C	0	0	0	0
gene-YNCG0037W	0	1	2	1
gene-YGR162W	369	1066	976	2703
gene-YGR163W	344	322	89	307
gene-YGR164W	2	5	3	7
gene-YNCG0038C	0	0	0	0
gene-YGR165W	204	725	113	434
gene-YGR166W	105	120	62	255
gene-YGR167W	1907	2476	114	507
gene-YGR168C	339	249	67	260
gene-YGR169C	25	82	68	241
gene-YGR169C-A	298	164	224	971
gene-YGR170W	545	562	46	237
gene-YGR171C	90	192	7	86
gene-YGR172C	200	389	69	289
gene-YGR173W	257	271	253	989
gene-YNCG0039W	0	0	0	1
gene-YGR174C	1213	1131	14	79
gene-YGR174W-A	26	9	0	1
gene-YGR175C	2152	2038	1060	3634
gene-YGR177C	56	44	53	210
gene-YGR178C	2519	2491	326	1116
gene-YGR179C	79	177	19	80
gene-YGR180C	2247	2661	259	998
gene-YNCG0040C	1	2	0	3
gene-YGR181W	123	446	48	155
gene-YGR183C	3102	3182	102	435
gene-YGR184C	1611	1274	159	450
gene-YGR185C	224	577	518	2282
gene-YGR186W	1690	1485	234	806
gene-YGR187C	80	148	511	1718
gene-YGR188C	19	85	15	65
gene-YNCG0041W	0	0	0	0
gene-YGR189C	1203	1937	229	1993
gene-YNCG0042C	0	0	0	0
gene-YGR191W	159	351	798	2310
gene-YGR192C	147459	124045	4608	16445
gene-YGR193C	1564	1399	79	315
gene-YGR194C	795	1389	14	57
gene-YGR195W	301	354	212	825
gene-YGR196C	327	356	87	252
gene-YGR197C	305	354	20	77
gene-YGR198W	171	462	208	607
gene-YGR199W	139	311	40	194
gene-YGR200C	219	366	375	1364
gene-YGR201C	3631	1169	73	167
gene-YGR202C	178	458	172	693
gene-YGR203W	69	208	22	81
gene-YGR204W	397	1019	213	706
gene-YGR204C-A	41	40	1	1
gene-YGR205W	388	340	5	24
gene-YGR206W	267	198	37	139
gene-YGR207C	321	1211	161	541
gene-YGR208W	8	33	282	870
gene-YGR209C	5049	5468	174	683
gene-YGR210C	1151	1733	265	953
gene-YGR211W	2138	8748	426	1562
gene-YGR212W	80	100	19	55
gene-YGR213C	20	34	8	31
gene-YGR214W	1572	3920	2224	8314
gene-YGR215W	178	469	57	253
gene-YGR216C	231	259	89	312
gene-YGR217W	317	239	54	156
gene-YNCG0043C	0	0	0	1
gene-YGR218W	2892	2201	354	1100
gene-YGR220C	179	612	69	267
gene-YGR221C	152	147	11	10
gene-YNCG0044C	0	2	0	1
gene-YNCG0045C	0	0	0	0
gene-YGR222W	65	331	31	122
gene-YGR223C	240	204	27	129
gene-YGR224W	42	48	9	24
gene-YGR225W	62	51	6	7
gene-YGR227W	100	139	61	183
gene-YGR227C-A	1	0	2	13
gene-YGR229C	190	774	652	2080
gene-YGR230W	489	308	21	66
gene-YGR231C	3330	3189	104	411
gene-YGR232W	351	544	40	149
gene-YGR233C	766	933	63	263
gene-YGR234W	941	3996	28	234
gene-YGR235C	1146	1808	85	363
gene-YGR236C	13117	1325	184	134
gene-YGR237C	572	467	41	154
gene-YGR238C	152	250	25	92
gene-YGR239C	74	266	56	164
gene-YGR240C	5020	4482	983	2827
gene-YGR240C-A	11	16	14	37
gene-YGR241C	148	258	78	324
gene-YGR243W	4511	1783	287	1058
gene-YGR244C	4538	6499	81	413
gene-YGR245C	204	380	848	2524
gene-YGR246C	966	866	73	244
gene-YGR247W	207	274	3	30
gene-YGR248W	3617	2068	36	86
gene-YGR249W	909	1357	68	99
gene-YGR250C	1540	5813	147	549
gene-YGR251W	126	153	76	262
gene-YGR252W	366	544	89	356
gene-YGR253C	3368	4798	148	688
gene-YGR254W	104283	84700	1842	4797
gene-YGR255C	301	373	19	160
gene-YNCG0046W	0	0	0	0
gene-YGR256W	1736	249	32	57
gene-YGR257C	99	231	38	145
gene-YGR258C	667	531	111	355
gene-YGR260W	391	541	294	719
gene-YGR261C	83	245	57	226
gene-YGR262C	319	482	74	260
gene-YGR263C	251	216	26	76
gene-YGR264C	150	248	830	2732
gene-YGR266W	682	830	25	198
gene-YGR267C	1069	1239	170	579
gene-YGR268C	1002	776	46	153
gene-YGR270W	1152	1275	110	426
gene-YGR271W	267	372	55	192
gene-YGR271C-A	400	137	304	910
gene-YGR273C	1	1	0	0
gene-YGR274C	492	481	87	283
gene-YGR275W	558	406	53	157
gene-YGR276C	323	486	112	287
gene-YGR277C	49	112	82	301
gene-YGR278W	189	181	58	216
gene-YGR279C	1328	5127	256	997
gene-YGR280C	1295	801	841	2794
gene-YGR281W	1301	529	111	314
gene-YGR282C	10198	11461	1203	3376
gene-YGR283C	198	224	271	904
gene-YGR284C	1510	1691	74	477
gene-YGR285C	405	1872	1106	3638
gene-YGR286C	207	535	42	197
gene-YGR287C	1714	1033	49	124
gene-YGR288W	489	304	34	116
gene-YGR289C	13995	8711	169	278
gene-YGR292W	3257	2341	48	107
gene-YGR294W	6	2	2	0
gene-YGR295C	592	497	23	65
gene-YGR296W	0	0	0	0
gene-YHL050C	158	195	12	36
gene-YHL049C	0	0	0	0
gene-YHL048C-A	0	0	0	1
gene-YHL048W	114	147	15	38
gene-YHL047C	557	405	33	57
gene-YHL046C	4	2	1	5
gene-YHL045W	1	1	0	0
gene-YHL044W	52	29	1	16
gene-YHL043W	112	53	8	21
gene-YHL042W	87	65	6	13
gene-YHL041W	0	0	1	3
gene-YHL040C	842	891	238	259
gene-YHL039W	391	306	284	967
gene-YHL038C	30	104	18	85
gene-YHL037C	4	0	0	0
gene-YHL036W	135	117	52	103
gene-YHL035C	531	758	19	82
gene-YHL034C	5081	6067	140	655
gene-YHL033C	656	2014	2284	10106
gene-YHL032C	8698	16747	198	828
gene-YHL031C	507	567	96	290
gene-YHL030W	198	373	28	108
gene-YHL029C	145	114	305	968
gene-YHL028W	96	133	8	31
gene-YHL027W	2298	1191	540	1685
gene-YHL026C	62	88	57	240
gene-YHL025W	642	703	74	233
gene-YHL024W	696	422	11	19
gene-YHL023C	374	455	70	249
gene-YNCH0001W	0	0	0	0
gene-YHL022C	79	104	4	17
gene-YHL021C	1581	1466	26	72
gene-YHL020C	3236	2067	190	473
gene-YHL019C	294	353	31	98
gene-YHL018W	9	14	3	8
gene-YHL017W	88	159	87	297
gene-YHL016C	115	218	31	134
gene-YHL015W-A	18	9	4	7
gene-YHL015W	1459	6688	5179	18814
gene-YHL014C	61	66	54	197
gene-YHL013C	85	182	148	573
gene-YHL012W	78	38	48	240
gene-YHL011C	576	720	825	2662
gene-YHL010C	392	339	18	71
gene-YHL009C	247	270	63	199
gene-YNCH0002C	0	0	0	0
gene-YHL009W-A	0	0	0	0
gene-YHL009W-B	0	0	0	0
gene-YHL008C	30	54	6	29
gene-YHL007C	246	439	356	1130
gene-YHL006C	68	61	18	54
gene-YHL005C	7	12	8	30
gene-YHL004W	126	479	141	528
gene-YHL003C	114	288	86	401
gene-YHL002W	1250	1457	176	594
gene-YHL001W	706	871	1159	4662
gene-YHR001W	758	980	35	177
gene-YHR001W-A	7660	6264	109	455
gene-YHR002W	202	286	43	150
gene-YHR003C	291	445	170	694
gene-YHR004C	714	701	36	154
gene-YHR005C	63	65	12	53
gene-YHR005C-A	181	764	79	410
gene-YNCH0003C	0	0	0	0
gene-YHR006W	1918	1325	219	711
gene-YHR007C	1616	2708	1019	4210
gene-YHR007C-A	209	186	2	21
gene-YHR008C	21334	14494	298	991
gene-YHR009C	1181	1476	330	1215
gene-YHR010W	1091	2644	2645	10626
gene-YHR011W	47	105	39	165
gene-YHR012W	459	588	80	370
gene-YHR013C	118	390	93	455
gene-YHR014W	5	12	4	26
gene-YNCH0004C	0	0	0	0
gene-YNCH0005W	0	1	0	0
gene-YHR015W	28	15	7	5
gene-YHR016C	1345	1565	20	67
gene-YHR017W	336	432	52	201
gene-YHR018C	1731	2543	71	230
gene-YHR019C	988	2346	627	2170
gene-YHR020W	364	1120	808	2669
gene-YNCH0006C	0	0	0	0
gene-YHR021C	869	1980	1757	6686
gene-YHR021W-A	11	4	97	406
gene-YHR022C	25	9	209	1034
gene-YHR022C-A	5	3	0	0
gene-YHR023W	454	770	34	125
gene-YHR024C	181	685	87	278
gene-YHR025W	793	1187	251	954
gene-YHR026W	713	836	290	1247
gene-YHR027C	3086	3781	152	604
gene-YHR028C	1875	1760	80	299
gene-YHR029C	260	346	29	107
gene-YHR030C	844	467	233	639
gene-YHR031C	136	258	155	617
gene-YHR032W	448	331	542	1914
gene-YHR033W	1259	1026	193	1054
gene-YHR034C	213	261	30	94
gene-YHR035W	128	130	12	43
gene-YHR036W	39	46	56	247
gene-YHR037W	1869	2363	41	294
gene-YHR038W	132	251	14	84
gene-YHR039C	781	1222	237	845
gene-YHR039C-A	1584	2106	427	2029
gene-YHR040W	255	231	248	939
gene-YHR041C	38	86	18	117
gene-YHR042W	796	1400	206	736
gene-YHR043C	227	598	16	107
gene-YHR044C	129	253	26	84
gene-YHR045W	161	207	100	363
gene-YHR046C	39	239	323	1261
gene-YHR047C	209	323	58	338
gene-YHR048W	127	81	106	455
gene-YHR049W	522	1780	3099	13058
gene-YHR050W	636	704	87	421
gene-YHR050W-A	613	493	12	67
gene-YHR051W	5618	6752	127	546
gene-YHR052W	181	296	1033	3625
gene-YNCH0007W	376	58	2277	784
gene-YHR052C-B	0	0	0	0
gene-YHR053C	0	0	0	0
gene-YHR054C	0	0	0	1
gene-YNCH0008W	51	130	81	440
gene-YHR054C-B	0	0	0	0
gene-YHR055C	0	0	0	0
gene-YHR056C	322	405	123	256
gene-YHR057C	947	766	82	301
gene-YHR058C	206	252	68	277
gene-YHR059W	174	366	47	191
gene-YHR060W	431	580	41	195
gene-YHR061C	31	16	20	77
gene-YHR062C	185	366	91	374
gene-YHR063C	39	86	173	501
gene-YHR064C	1376	2320	1182	3778
gene-YHR065C	61	194	479	1624
gene-YHR066W	64	117	826	2912
gene-YHR067W	388	395	41	165
gene-YHR068W	151	471	475	1542
gene-YHR069C	189	299	325	1098
gene-YHR070W	85	192	178	588
gene-YHR071W	467	512	603	2010
gene-YNCH0009C	0	1	0	2
gene-YHR072W	580	476	434	1615
gene-YHR072W-A	968	1033	751	2884
gene-YHR073W	565	798	117	465
gene-YHR074W	1171	1012	107	394
gene-YHR075C	142	138	13	72
gene-YHR076W	220	714	32	207
gene-YHR077C	1015	1070	334	1169
gene-YHR078W	388	283	72	229
gene-YHR079C	223	264	107	347
gene-YHR079C-A	0	0	1	7
gene-YHR080C	846	563	78	271
gene-YHR081W	488	411	218	726
gene-YHR082C	3444	2660	169	559
gene-YHR083W	258	505	59	296
gene-YHR084W	22	67	143	393
gene-YHR085W	30	21	263	752
gene-YHR086W	235	388	42	204
gene-YHR086W-A	0	3	0	0
gene-YHR087W	3548	4704	451	3926
gene-YHR088W	461	594	558	1987
gene-YHR089C	196	619	923	3459
gene-YHR090C	354	568	132	413
gene-YHR091C	184	184	57	171
gene-YHR092C	1356	1664	274	657
gene-YHR093W	2	6	2	12
gene-YHR094C	134	101	5502	19326
gene-YHR096C	23132	5372	546	1386
gene-YHR097C	11168	6923	229	619
gene-YHR098C	416	729	69	272
gene-YHR099W	1014	1190	108	486
gene-YHR100C	202	247	40	130
gene-YHR101C	351	254	60	162
gene-YHR102W	787	628	123	352
gene-YHR103W	539	558	73	293
gene-YHR104W	2100	3333	109	613
gene-YHR105W	86	68	4	25
gene-YHR106W	452	408	12	71
gene-YHR107C	372	792	176	639
gene-YHR108W	1121	1932	121	602
gene-YHR109W	61	160	9	50
gene-YHR110W	353	520	14	78
gene-YHR111W	205	363	77	279
gene-YHR112C	404	620	32	185
gene-YHR113W	1491	1604	88	300
gene-YHR114W	313	430	72	350
gene-YHR115C	357	332	165	596
gene-YHR116W	46	87	15	42
gene-YHR117W	352	731	33	166
gene-YHR118C	112	180	68	220
gene-YHR119W	277	439	112	348
gene-YHR120W	62	77	33	140
gene-YHR121W	151	491	49	229
gene-YHR122W	116	293	123	395
gene-YHR123W	123	150	33	111
gene-YHR124W	111	72	22	46
gene-YNCH0010C	0	1	0	0
gene-YHR125W	8	1	0	1
gene-YHR126C	6	1	3	4
gene-YHR127W	61	180	31	156
gene-YHR128W	79	231	401	1175
gene-YHR129C	75	149	16	62
gene-YHR130C	8	7	5	27
gene-YHR131C	517	429	126	420
gene-YHR132C	1564	1449	165	533
gene-YHR132W-A	2323	1497	58	154
gene-YHR133C	79	122	111	435
gene-YHR134W	132	121	55	142
gene-YHR135C	824	1051	144	588
gene-YHR136C	200	77	2	8
gene-YHR137W	527	2024	50	161
gene-YHR138C	5604	2447	58	128
gene-YHR139C	117	5	1	0
gene-YNCH0011W	8	1	0	2
gene-YHR139C-A	237	75	7	10
gene-YHR140W	106	61	17	59
gene-YNCH0012W	5	6	2	7
gene-YHR141C	742	1929	1385	5699
gene-YHR142W	396	516	116	372
gene-YHR143W	211	342	18	65
gene-YHR143W-A	271	268	416	1509
gene-YHR144C	2	41	51	237
gene-YNCH0013C	0	0	1	1
gene-YHR146W	5248	3058	341	870
gene-YHR147C	271	718	35	152
gene-YHR148W	63	92	183	662
gene-YHR149C	8	57	26	158
gene-YHR150W	676	350	59	180
gene-YHR151C	71	79	45	144
gene-YHR152W	236	374	14	63
gene-YHR153C	3	58	1	3
gene-YHR154W	62	133	7	22
gene-YHR155W	203	201	83	294
gene-YNCH0014W	21	8	1	12
gene-YHR156C	468	485	35	103
gene-YHR157W	31	23	8	25
gene-YHR158C	184	327	19	76
gene-YHR159W	117	144	4	10
gene-YHR160C	698	230	15	26
gene-YHR161C	1998	1939	41	240
gene-YHR162W	1650	3144	581	2579
gene-YHR163W	36	169	86	613
gene-YHR164C	354	312	20	85
gene-YHR165C	502	677	177	654
gene-YHR166C	178	200	34	157
gene-YHR167W	9	10	50	217
gene-YHR168W	36	81	43	133
gene-YHR169W	67	73	304	1030
gene-YHR170W	297	451	1112	3416
gene-YHR171W	368	365	10	29
gene-YHR172W	41	96	2	21
gene-YHR173C	1	9	0	5
gene-YHR174W	23551	38615	2389	7629
gene-YHR175W	263	456	61	203
gene-YHR175W-A	22	31	4	24
gene-YHR176W	185	369	25	84
gene-YHR177W	61	48	2	15
gene-YHR178W	71	92	22	81
gene-YHR179W	329	1135	1431	4016
gene-YHR180W	152	88	9	29
gene-YNCH0015W	1	1	0	2
gene-YHR181W	48	104	65	283
gene-YHR182W	176	174	59	200
gene-YHR183W	254	853	213	808
gene-YHR184W	56	46	9	13
gene-YHR185C	2	1	0	3
gene-YNCH0016C	0	0	0	0
gene-YHR186C	380	498	77	269
gene-YHR187W	486	526	96	354
gene-YHR188C	551	722	34	188
gene-YHR189W	112	57	9	23
gene-YHR190W	2567	2829	86	448
gene-YHR191C	125	152	19	78
gene-YHR192W	112	209	49	219
gene-YHR193C	2319	4326	1101	4846
gene-YHR194W	365	296	35	141
gene-YHR195W	1154	734	64	214
gene-YHR196W	97	121	756	2624
gene-YHR197W	59	170	377	1176
gene-YHR198C	543	678	39	157
gene-YHR199C	1674	1218	155	586
gene-YHR199C-A	178	84	13	44
gene-YHR200W	1407	2023	170	795
gene-YHR201C	376	546	187	856
gene-YHR202W	1315	545	39	126
gene-YHR203C	1013	2166	1745	6714
gene-YHR204W	33	86	103	389
gene-YHR205W	652	567	316	1161
gene-YHR206W	396	214	203	665
gene-YHR207C	348	435	207	622
gene-YHR208W	466	712	3937	8370
gene-YHR209W	482	381	32	112
gene-YHR210C	231	116	16	70
gene-YHR211W	182	185	9	30
gene-YHR212W-A	0	0	0	0
gene-YHR213W	2	3	0	0
gene-YHR213W-A	0	0	0	0
gene-YHR213W-B	2	10	0	5
gene-YHR214W	1	2	1	1
gene-YHR214C-B	0	1	0	0
gene-YHR214C-C	0	0	0	0
gene-YHR214C-D	7	0	0	0
gene-YHR214C-E	22	7	0	0
gene-YHR215W	142	24	5	17
gene-YHR216W	77	233	42	176
gene-YHR218W	14	9	0	3
gene-YHR219W	74	96	8	16
gene-YIL177C	0	0	0	0
gene-YIL176C	0	0	0	0
gene-YIL175W	0	0	0	0
gene-YIL174W	0	0	0	0
gene-YIL173W	38	62	8	0
gene-YIL172C	71	245	10	0
gene-YIL171W	10	13	1	3
gene-YIL170W	32	48	3	4
gene-YIL169C	7039	14699	141	429
gene-YIL166C	106	633	9	69
gene-YIL165C	57	90	5	12
gene-YIL164C	120	123	4	29
gene-YIL163C	10	11	2	0
gene-YIL162W	24560	49150	355	1773
gene-YIL161W	438	197	104	272
gene-YIL160C	18408	7685	241	242
gene-YIL159W	58	154	29	104
gene-YIL158W	151	253	4	33
gene-YIL157C	891	1727	27	171
gene-YIL156W-B	807	731	30	98
gene-YIL156W	313	519	26	90
gene-YIL155C	22971	15884	202	454
gene-YIL154C	2075	1724	83	251
gene-YIL153W	512	506	84	315
gene-YIL152W	641	515	33	84
gene-YIL151C	487	346	142	499
gene-YIL150C	158	220	21	35
gene-YIL149C	487	647	195	748
gene-YIL148W	2534	5195	2975	12438
gene-YIL147C	200	240	76	329
gene-YIL146C	1615	760	88	354
gene-YIL145C	365	318	227	643
gene-YIL144W	869	540	102	369
gene-YIL143C	2245	1960	389	1162
gene-YIL142W	1108	1900	546	1920
gene-YIL140W	78	223	7	52
gene-YIL139C	183	163	91	294
gene-YIL138C	1313	2240	86	689
gene-YIL137C	588	762	114	391
gene-YIL136W	24680	14128	251	474
gene-YIL135C	1389	1442	195	557
gene-YIL134C-A	4	2	1	4
gene-YNCI0001W	52	25	13	44
gene-YIL134W	20	31	25	103
gene-YIL133C	1002	2319	2768	10905
gene-YIL132C	14	28	10	46
gene-YIL131C	88	156	47	214
gene-YIL130W	579	556	391	1039
gene-YIL129C	837	805	72	365
gene-YIL128W	164	295	165	604
gene-YIL127C	301	343	493	1504
gene-YIL126W	886	1100	381	1216
gene-YIL125W	11718	10296	207	518
gene-YIL124W	2804	2246	39	80
gene-YIL123W	1526	2139	29	203
gene-YIL122W	820	378	99	242
gene-YIL121W	43	62	34	64
gene-YIL120W	168	211	48	89
gene-YIL119C	825	322	108	224
gene-YIL118W	47	118	453	1197
gene-YIL117C	443	106	129	166
gene-YIL116W	974	1545	270	985
gene-YIL115C	1775	1749	145	515
gene-YIL114C	36	41	62	208
gene-YIL113W	85	85	5	21
gene-YIL112W	1580	1713	130	395
gene-YIL111W	114	77	13	56
gene-YIL110W	130	135	200	572
gene-YIL109C	1575	2341	232	810
gene-YIL108W	808	594	99	527
gene-YIL107C	2651	1629	69	273
gene-YIL106W	557	530	90	446
gene-YIL105C	1909	1329	109	365
gene-YIL105W-A	0	0	0	0
gene-YIL104C	37	39	202	586
gene-YIL103W	355	347	330	916
gene-YIL102C-A	135	141	37	119
gene-YIL102C	40	31	2	3
gene-YNCI0002W	1	1	2	4
gene-YIL101C	2258	873	19	32
gene-YIL099W	222	128	6	24
gene-YIL098C	219	493	11	52
gene-YIL097W	2301	1587	24	108
gene-YIL096C	65	88	226	658
gene-YNCI0003C	0	0	0	0
gene-YIL095W	124	313	59	225
gene-YIL094C	1350	1799	812	2496
gene-YIL093C	285	860	64	237
gene-YIL092W	109	121	113	289
gene-YIL091C	198	216	674	1920
gene-YIL090W	469	394	270	958
gene-YIL089W	157	119	28	97
gene-YNCI0004W	0	0	0	0
gene-YIL088C	730	1093	69	339
gene-YIL087C	2750	2028	77	199
gene-YIL086C	153	77	1	14
gene-YIL085C	386	551	224	840
gene-YIL084C	315	413	48	142
gene-YIL083C	1379	1028	147	683
gene-YIL082W-A	60	51	14	50
gene-YNCI0005W	0	0	0	0
gene-YIL079C	32	30	237	722
gene-YIL078W	2602	4676	1335	4574
gene-YIL077C	1250	1239	53	220
gene-YIL076W	807	1485	92	476
gene-YIL075C	4543	6043	179	711
gene-YIL074C	78	140	174	589
gene-YIL073C	128	112	40	169
gene-YIL072W	48	37	22	120
gene-YIL071C	504	456	72	153
gene-YIL070C	215	639	74	287
gene-YIL069C	674	1315	1398	5340
gene-YIL068C	520	693	61	347
gene-YIL067C	53	126	40	192
gene-YIL066C	226	101	11	29
gene-YIL065C	1199	966	67	171
gene-YIL064W	257	241	163	467
gene-YIL063C	546	731	162	604
gene-YIL062C	960	2075	47	329
gene-YIL061C	90	184	37	169
gene-YIL060W	1155	1143	14	68
gene-YIL057C	51780	13713	320	284
gene-YNCI0006W	9	0	0	4
gene-YIL056W	1472	744	547	1541
gene-YIL055C	1937	723	116	458
gene-YIL054W	9	6	1	5
gene-YIL053W	3603	2204	20816	79449
gene-YIL052C	873	1813	2063	8234
gene-YIL051C	2787	3492	165	726
gene-YIL050W	812	902	171	571
gene-YIL049W	70	49	15	68
gene-YIL048W	616	461	218	684
gene-YIL047C	4204	2366	931	2879
gene-YIL046W-A	63	13	2	2
gene-YIL046W	3798	2294	346	1139
gene-YIL045W	6533	4000	89	189
gene-YIL044C	303	574	139	703
gene-YIL043C	1995	2836	398	1576
gene-YIL042C	820	1205	21	143
gene-YIL041W	4000	4147	294	1393
gene-YIL040W	61	134	69	266
gene-YIL039W	392	1054	154	570
gene-YIL038C	744	551	423	1448
gene-YIL037C	59	59	29	106
gene-YIL036W	840	818	71	294
gene-YIL035C	554	915	259	1030
gene-YIL034C	707	1452	73	465
gene-YIL033C	9388	6005	221	741
gene-YIL031W	402	343	129	375
gene-YIL030C	690	716	182	651
gene-YNCI0007C	0	0	0	0
gene-YIL029C	334	229	12	74
gene-YIL027C	382	528	47	239
gene-YIL026C	276	1078	1	47
gene-YIL024C	553	560	23	141
gene-YIL023C	439	384	128	320
gene-YIL022W	795	1393	274	999
gene-YIL021W	417	732	290	1058
gene-YIL020C	68	113	284	928
gene-YIL019W	305	272	552	1878
gene-YIL018W	1563	5058	4737	18617
gene-YIL017C	1313	971	24	125
gene-YIL016W	27	87	26	169
gene-YIL015W	24	20	4	24
gene-YNCI0008C	0	0	0	0
gene-YIL014C-A	1	0	1	0
gene-YNCI0009W	0	0	0	0
gene-YIL014W	464	316	130	426
gene-YIL013C	268	255	17	114
gene-YIL012W	6	11	1	0
gene-YIL011W	44	256	2	33
gene-YIL010W	100	409	43	186
gene-YIL009C-A	135	174	9	66
gene-YNCI0010C	0	0	0	0
gene-YIL009W	214	311	164	540
gene-YIL008W	198	195	108	321
gene-YIL007C	805	860	59	294
gene-YIL006W	102	166	18	71
gene-YIL005W	1103	1049	124	343
gene-YIL004C	213	244	72	284
gene-YIL003W	236	316	137	453
gene-YIL002W-A	459	592	152	431
gene-YIL002C	149	317	52	262
gene-YIL001W	142	202	83	337
gene-YIR001C	1081	1319	130	390
gene-YIR002C	278	348	44	178
gene-YIR003W	985	1686	81	355
gene-YIR004W	1092	1244	163	562
gene-YIR005W	139	214	52	147
gene-YIR006C	2116	2609	140	601
gene-YNCI0011W	0	0	0	0
gene-YIR007W	312	276	17	51
gene-YIR008C	62	152	70	246
gene-YIR009W	40	50	25	121
gene-YIR010W	280	305	98	417
gene-YIR011C	749	952	434	1365
gene-YIR012W	96	157	990	3346
gene-YIR013C	1	1	2	10
gene-YIR014W	256	148	7	36
gene-YIR015W	162	166	34	95
gene-YIR016W	546	852	41	174
gene-YIR017C	80	66	23	69
gene-YIR018W	175	261	46	120
gene-YIR018C-A	11	10	6	19
gene-YIR019C	57	67	3	10
gene-YNCI0012	94	89	1	7
gene-YIR020C	0	0	0	0
gene-YNCI0013W	0	0	0	0
gene-YIR021W	34	194	22	126
gene-YIR021W-A	0	3	1	1
gene-YIR022W	471	667	42	197
gene-YIR023W	215	298	190	565
gene-YIR024C	346	509	19	87
gene-YIR025W	538	497	24	68
gene-YIR026C	88	292	224	718
gene-YIR027C	14	76	48	244
gene-YIR028W	72	61	16	39
gene-YIR029W	351	478	23	87
gene-YIR030C	18	26	2	10
gene-YIR031C	71	94	21	84
gene-YIR032C	61	120	17	48
gene-YIR033W	2215	1473	240	784
gene-YIR034C	97	209	84	234
gene-YIR035C	221	585	89	435
gene-YIR036C	1960	1752	25	86
gene-YIR037W	8127	5568	134	380
gene-YIR038C	14772	4684	233	327
gene-YIR039C	687	521	10	20
gene-YIR041W	0	0	0	0
